,abstracts_headlines,section_name,cohen_kappa_label,cohen_kappa_label_label2,cohen_kappa_range_none_to_slight,cohen_kappa_range_fair,cohen_kappa_range_moderate,cohen_kappa_range_substantial,cohen_kappa_range_almost_perfect,cohen_kappa_range_nan,cohen_kappa_label_v2
8630,president alassane ouattara set claim landslide victory wednesday results weekend voting released regions ivory coast early tally shows president poised win,0,0.2,0.2,1,0,0,0,0,0,0.2
8631,landlord partisan fund raiser new roles responsibilities speaker await mr ryan lacks traditional pedigree position house speaker job requires many hats paul ryan never worn,0,0.6000000000000001,0.6000000000000001,0,0,0,1,0,0,0.6000000000000001
8632,international herald tribune archives rear adm peary takes flight long island flight american aerial boat,0,0.4,0.4,0,1,0,0,0,0,0.4
8633,plea allows onetime teacher avoid trial payments said linked cover claims sexual misconduct student dennis hastert ex speaker house pleads guilty banking violation,0,0.5,0.5,0,0,1,0,0,0,0.5
8634,germany foreign minister iran deputy foreign minister spoke wednesday iran said would participate international talks syrian crisis scheduled october vienna officials react iran joining talks,0,0.4,0.4,0,1,0,0,0,0,0.4
8635,policies republicans push help small businesses addressing challenges immigrants face might help small businesses help immigrants,1,0.4,0.4,0,1,0,0,0,0,0.4
8636,united nations high commissioner refugees said wednesday refugee crisis looming central north america people flee unchecked gang violence violence creating refugee crisis u n commissioner warns,0,0.2,0.2,1,0,0,0,0,0,0.2
8637,john boehner house speaker claims victories despite undone hard liners republican party good run boehner says years congress draw close,0,0.5,0.5,0,0,1,0,0,0,0.5
8638,unusual case government claimed drug laden speedboat seized near costa rica nicaragua subject united states jurisdiction flying nation ensign flag fast boat tiny flag government high flying rationale drug seizure,0,0.49,0.5,0,0,1,0,0,0,0.49
8639,candidates seemed interested actually reviewing records detail republican debate noise drowned substance,1,0.2,0.2,1,0,0,0,0,0,0.2
8640,religious nonprofits hobby lobby decision go far enough church state supreme court moment truth,1,0.5,0.5,0,0,1,0,0,0,0.5
8641,paul ryan wisconsin republican insisted backing party right wing taking job budget issues could soon test unity appealing clean slate speaker gavel changes hands,0,0.5,0.5,0,0,1,0,0,0,0.5
8642,mr ryan rocketed political stardom big plans likely settle modest goals seeks repair deep fractures house republican caucus speaker paul ryan may need pare lofty goals,0,0.2,0.2,1,0,0,0,0,0,0.2
8643,nonbinding resolution expressed strong support mr snowden calling european union members regard whistle blower grant protection european parliament urges protection edward snowden,0,0.2,0.2,1,0,0,0,0,0,0.2
8644,syria advised saudi arabia foreign minister keep mouth closed keep country matter none business rancor saudi arabia iran threatens talks syria,0,0.4,0.4,0,1,0,0,0,0,0.4
8645,federal appeals court thursday declined order national security agency end one month early bulk collection records americans domestic phone calls n ordered stop bulk collection early,0,0.2,0.2,1,0,0,0,0,0,0.2
8646,nine freedom caucus members house broke principles vote paul ryan speaker speakership changes hands tears prayers,1,0.2,0.2,1,0,0,0,0,0,0.2
8647,mexico congress blocked attempt roll back part tax soft drinks thursday responding uproar public health advocates mexico sugary drinks tax left intact,0,0.2,0.2,1,0,0,0,0,0,0.2
8648,conservatives must decide whether give new speaker chance make good promises continue rebellious ways possibly get crushed paul ryan expects tea party aid hard liners also gain,0,0.5,0.5,0,0,1,0,0,0,0.5
8649,siamak namazi consultant advocated better relations united states iran arrested tehran around oct according people close iran said detain another iranian american,0,0.2,0.2,1,0,0,0,0,0,0.2
8650,short documentary prominent leader christian right explains left republican party guns would jesus wear sidearm,1,0.2,0.2,1,0,0,0,0,0,0.2
8651,vote senate approved legislation early friday set budget ease spending caps senate approves budget deal,0,0.2,0.2,1,0,0,0,0,0,0.2
8652,roman polanski film director said happy polish court ruled extraditing united states conviction rued lost another year time legal process polanski extradition ruling,0,0.5,0.5,0,0,1,0,0,0,0.5
8653,white house press secretary josh earnest answered questions friday small number united states special operations forces sent northern syria work local troops fighting islamic state white house troops going syria,0,0.2,0.2,1,0,0,0,0,0,0.2
8654,closer look recent partnerships united states technology companies formed chinese firms ties military u tech companies chinese partners military ties,0,0.4,0.4,0,1,0,0,0,0,0.4
8655,america biggest private foundations focusing major issues like climate change income inequality eye toward rapid results major foundations eager big change aim high,0,0.2,0.2,1,0,0,0,0,0,0.2
8656,silicon valley resisting federal plans increase regulations exports dual use technology like servers software used social media also used spying battle heats exports surveillance technology,0,0.30000000000000004,0.30000000000000004,0,1,0,0,0,0,0.30000000000000004
8657,noteworthy famous woman drama free squad friends judgment really women compete,1,0.5,0.5,0,0,1,0,0,0,0.5
8658,despite economic recovery share corporate income going workers sunk lowest level since mystery vanishing pay raise,0,0.2,0.2,1,0,0,0,0,0,0.2
8659,obama administration major league baseball quietly working create system would end arduous journey cuban baseball players forced endure open huge untapped fan base deep well talent u cuba trade talks ballplayers named later,0,0.7,0.7,0,0,0,1,0,0,0.7
8660,international herald tribune archives great artist plans trip united states sarah bernhardt says war took leading men,0,0.21000000000000002,0.2,0,1,0,0,0,0,0.21000000000000002
8661,international herald tribune archives astronauts intend wear gi underwear time space gemini astronauts fly long johns,0,0.2,0.2,1,0,0,0,0,0,0.2
8662,increases mortality rates due suicide substance abuse rose parallel increasing reports pain poor health distress death rates rising middle aged white americans study finds,0,0.4,0.4,0,1,0,0,0,0,0.4
8663,one consequence mr ryan taking house gavel john boehner lingering odor heavy smoker speaker paul ryan moves fast detoxify boehner smoky suite,0,0.5,0.5,0,0,1,0,0,0,0.5
8664,groups like u chamber commerce vowing regain place influence partly usurped hard right republican conservatives paul ryan lands center rivalry soul g p,0,0.4,0.4,0,1,0,0,0,0,0.4
8665,republican national committee appears powerless rein candidates g p save candidates,1,0.7,0.7,0,0,0,1,0,0,0.7
8666,busy complicated times today simplicity movements different past evolution simplicity,1,0.7,0.7,0,0,0,1,0,0,0.7
8667,lessons learned conflict resolution helping implacable opponents social issues like education nourishing food health care find common ground art getting opponents,1,0.4,0.4,0,1,0,0,0,0,0.4
8668,u citizen sue government mistreatment happened overseas f b detain render threaten without risk,1,0.19,0.2,1,0,0,0,0,0,0.19
8669,interview former iraqi deputy prime minister ahmad chalabi discussed invasion iraq criticizing way united states government justified chalabi chides u interview,0,0.2,0.2,1,0,0,0,0,0,0.2
8670,tests american students fall behind peers many countries adjusting demography access resources gives different picture school vs society america failing students,0,0.2,0.2,1,0,0,0,0,0,0.2
8671,decision bar members saddam hussein baath party top government jobs made united states mr chalabi died tuesday became policy champion ahmad chalabi legacy de baathification iraq,0,0.2,0.2,1,0,0,0,0,0,0.2
8672,international herald tribune archives american committee organized behalf armenians panel defense armenians,0,0.2,0.2,1,0,0,0,0,0,0.2
8673,international herald tribune archives early american intervention martinique discounted vichy gives assurances u,0,0.2,0.2,1,0,0,0,0,0,0.2
8674,proposal would granted monopoly commercial marijuana cultivation small group investors terrible idea flawed marijuana legalization effort fails ohio updated,1,0.4,0.4,0,1,0,0,0,0,0.4
8675,article increase mortality rates drew almost comments readers readers react rising death rates middle aged white americans,0,0.4,0.4,0,1,0,0,0,0,0.4
8676,republican presidential candidate said made mistake citing french workweek criticizing marco rubio senate attendance record jeb bush apologizes france workweek remark debate,0,0.2,0.2,1,0,0,0,0,0,0.2
8677,representatives debating billion bill funding highways transportation infrastructure proposed amendments recent years except pay programs highway bill debate tests paul ryan promise open house,0,0.2,0.2,1,0,0,0,0,0,0.2
8678,president hassan rouhani suggested least arrests made revolutionary guards agents sedition accusations groundless iran president pushes back anti u crackdown,0,0.4,0.4,0,1,0,0,0,0,0.4
8679,health financial implications disturbing america lost generation death among middle aged whites,1,0.4,0.4,0,1,0,0,0,0,0.4
8680,hit tv show ending season run next year transformed way americans view science engineering miss owe mythbusters,1,0.2,0.2,1,0,0,0,0,0,0.2
8681,mr trump predictable jeb bush candidates criticized energetic enough lead country donald trump boring,1,0.73,0.7,0,0,0,1,0,0,0.73
8682,hundreds deaths illnesses injuries every year linked failure transportation infrastructure systems like pipelines experts say human cost rises old bridges dams roads go unrepaired,0,0.4,0.4,0,1,0,0,0,0,0.4
8683,justice department allow tribes eight states share state federal records plugging bureaucratic hole allowed offenders reservations buy guns u share criminal records native american police,0,0.4,0.4,0,1,0,0,0,0,0.4
8684,response recent column many asian american readers said republican party rhetoric immigration education poverty led support democrats would join party really like readers asian americans republican party,1,0.2,0.2,1,0,0,0,0,0,0.2
8685,hsbc caused uproar suggesting might move headquarters hong kong makes sense london based peer barclays move new york barclays may want mull move u,0,0.2,0.2,1,0,0,0,0,0,0.2
8686,international herald tribune archives president franklin roosevelt wins election roosevelt wins third term,0,0.19,0.2,1,0,0,0,0,0,0.19
8687,advance mexico change promised canada followed sensible drug policy united states push legal marijuana spreads,1,0.2,0.2,1,0,0,0,0,0,0.2
8688,assertions new biography st president exposed rifts bush political dynasty also complicated efforts another bush jeb capture white house first president george bush swings son aides rattling clan,0,0.4,0.4,0,1,0,0,0,0,0.4
8689,new mckinsey report concludes technology driven automation redefine jobs far eliminate automation change jobs kill,0,0.5,0.5,0,0,1,0,0,0,0.5
8690,international herald tribune archives japan regards election president roosevelt ominous japanese fear poll result,0,0.19,0.2,1,0,0,0,0,0,0.19
8691,jobs report october unexpectedly good mean fed raise interest rates jobs worries,1,0.5,0.5,0,0,1,0,0,0,0.5
8692,eating habits changing across country food companies struggling keep seismic shift people eat,1,0.2,0.2,1,0,0,0,0,0,0.2
8693,white mortality rates tell us crisis working class dying whites,1,0.2,0.2,1,0,0,0,0,0,0.2
8694,opioid painkillers deadly overprescribed often ineffective doctors helped drive addiction crisis,1,0.2,0.2,1,0,0,0,0,0,0.2
8695,mr duncan step cabinet december says big changes needed improve state america educational system arne duncan education secretary sees challenges u colleges,0,0.2,0.2,1,0,0,0,0,0,0.2
8696,searching economic cultural reasons middle aged white americans dying sooner despair american style,1,0.2,0.2,1,0,0,0,0,0,0.2
8697,international herald tribune archives antiwar demonstrator sets fire front united nations pacifist sets fire,0,0.2,0.2,1,0,0,0,0,0,0.2
8698,preliminary discussions may lead new round consolidation within railroad industry canadian pacific said weigh deal norfolk southern,0,0.4,0.4,0,1,0,0,0,0,0.4
8699,photos myanmar brazil united states germany nov pictures day,0,0.2,0.2,1,0,0,0,0,0,0.2
8700,people countries high levels carbon emissions actually less concerned climate change people low emission countries facts figures people worry climate change,1,0.4,0.4,0,1,0,0,0,0,0.4
8701,hedge fund manager accused lumber liquidators selling wood high levels formaldehyde making claims ark floors importer chinese wood products laminate maker ark accused selling tainted flooring,0,0.2,0.2,1,0,0,0,0,0,0.2
8702,senator tennessee proposes make chamber functional debating changes agreeing institute next year election lamar alexander seeks path change senate,0,0.19,0.2,1,0,0,0,0,0,0.19
8703,methods like intrauterine devices implants nearly doubled popularity among women using birth control recent years federal government reported use long acting birth control methods surges among u women,0,0.2,0.2,1,0,0,0,0,0,0.2
8704,us think mortality rates wrong good news infant much run social security trust fund kids live longer thought,0,0.4,0.4,0,1,0,0,0,0,0.4
8705,american life work confused play political inexperience presidential candidate considered virtue cult amateur,0,0.4,0.4,0,1,0,0,0,0,0.4
8706,critics say program meant help american firms hire foreigners special skills instead dominated outsourcing companies move jobs offshore large companies game h b visa program costing u jobs,0,0.2,0.2,1,0,0,0,0,0,0.2
8707,paul ryan among members cot club retire offices night house session fiscal practical political reasons even house speaker paul ryan sleeps office,0,0.2,0.2,1,0,0,0,0,0,0.2
8708,anwar saad fierce nationalist deeply conservative muslim relatives flummoxed notion could killed five police training center fatally shot rampage soldier known loyalty shakes jordan family,0,0.4,0.4,0,1,0,0,0,0,0.4
8709,short documentary former officers share thoughts policing race america conversation police race,1,0.30000000000000004,0.30000000000000004,0,1,0,0,0,0,0.30000000000000004
8710,president obama effort overhaul immigration system lost court another setback immigration action,1,0.2,0.2,1,0,0,0,0,0,0.2
8711,mr trump said could expel unauthorized immigrants president eisenhower simple makes sound donald trump deportation force,1,0.23,0.2,0,1,0,0,0,0,0.23
8712,among republican candidates fringe idea downright popular even though totally unfair flat tax goes mainstream,1,0.5,0.5,0,0,1,0,0,0,0.5
8713,rising number wealthy suburbanites abandoning empty nest suburban estates high end city residences developers ready giving affluent suburbs city living,0,0.5,0.5,0,0,1,0,0,0,0.5
8714,two men relatives wife president nicol maduro arrested haiti turned united states officials person close investigation said nephews venezuela first lady face drug charges,0,0.2,0.2,1,0,0,0,0,0,0.2
8715,cultural shifts economic factors keeping millennial women home numbers seen since analysis census bureau data suggests young women waiting leave home,0,0.2,0.2,1,0,0,0,0,0,0.2
8716,labor party leader isaac herzog said unclear whether prime minister benjamin netanyahu visit washington success israeli opposition leader withholds judgment netanyahu u visit,0,0.2,0.2,1,0,0,0,0,0,0.2
8717,mississippi confederate battle flag removed renovation house hallway might never return bit housekeeping removes confederate flag u capitol building,0,0.21000000000000002,0.2,0,1,0,0,0,0,0.21000000000000002
8718,despite years efforts reduce obesity federal health officials reported thursday share americans obese increased slightly obesity rises despite efforts fight u health officials say,0,0.4,0.4,0,1,0,0,0,0,0.4
8719,human rights first says interdiction detention often undertaken send message would refugees look elsewhere u refugee policy,1,0.2,0.2,1,0,0,0,0,0,0.2
8720,happened progressive national politicians triangulation lost generation democrats,1,0.2,0.2,1,0,0,0,0,0,0.2
8721,supreme court reverse appeals court decision blocking program shield undocumented parents american born children deportation judicial energy supreme court,1,0.2,0.2,1,0,0,0,0,0,0.2
8722,united arab emirates violated arms embargo shipping weapons one side libyan conflict offering job u n diplomat drafting peace accord emails show leaked emirati emails could threaten peace talks libya,0,0.2,0.2,1,0,0,0,0,0,0.2
8723,chinese leaders allowed make tightly controlled visit region beijing rule usually limits foreign officials journalists nancy pelosi made rare visit tibet china says,0,0.4,0.4,0,1,0,0,0,0,0.4
8724,two men efra n antonio campo flores francisco flores de freitas accused conspiring ship cocaine united states sold new york charges nephews venezuela first lady,0,0.2,0.2,1,0,0,0,0,0,0.2
8725,mysteries surrounding revised estimates rising white mortality speculations white mortality,1,0.2,0.2,1,0,0,0,0,0,0.2
8726,third americans insured medicaid cigarette smokers figure privately insured percent u smoking rate declines poor remain higher risk,0,0.39,0.4,0,1,0,0,0,0,0.39
8727,efra n antonio campo flores francisco flores de freitas son acusados de conspirar para enviar kilos de coca na estados unidos documento cargos por tr fico de droga dos venezolanos,0,0.2,0.2,1,0,0,0,0,0,0.2
8728,candidates said debate tuesday facts republicans sound minimum wage,1,0.2,0.2,1,0,0,0,0,0,0.2
8729,though president nicol maduro wife cilia flores accused nepotism past recent family scandal could especially problematic legislative elections approach drug charges nephews venezuela first lady could add public distrust,0,0.2,0.2,1,0,0,0,0,0,0.2
8730,iranian president remarks interview italian newspaper appeared odds iran supreme leader least tone iran president rule normalized u ties one day,0,0.4,0.4,0,1,0,0,0,0,0.4
8731,frustrated isis militants ability keep producing oil despite airstrikes refineries united states moved inflict damage takes longer fix u steps attacks isis controlled oil fields syria,0,0.4,0.4,0,1,0,0,0,0,0.4
8732,determination senate parliamentarian complicates voting issues surrounding latest challenge president signature legislation senate rules entangle bid repeal health care law,0,0.49,0.5,0,0,1,0,0,0,0.49
8733,senator orrin g hatch objects language would limit brand name drug makers monopoly protections abroad cutting edge medicines known biologics utah senator crucial ally pacific rim trade deal main hurdle,0,0.7,0.7,0,0,0,1,0,0,0.7
8734,prime minister david cameron britain secretary state john kerry discussed american airstrike islamic state stronghold raqqa targeted british jihadist mohammed emwazi leaders jihadi john strike,0,0.2,0.2,1,0,0,0,0,0,0.2
8735,mr obama criticized mr trump plan deport million unauthorized immigrants president engaged mass deportation maybe obama lecture donald trump,1,0.23,0.2,0,1,0,0,0,0,0.23
8736,slumping stock market week blip makes dismaying political economic backdrop real problem economy,1,0.2,0.2,1,0,0,0,0,0,0.2
8737,campus radicals often spoiled self dramatizing also something protest crisis universities deserve,1,0.2,0.2,1,0,0,0,0,0,0.2
8738,many educators believe children need learn emotional intelligence reach full academic potential teaching peace elementary school,0,0.6000000000000001,0.6000000000000001,0,0,0,1,0,0,0.6000000000000001
8739,conveniently forget third immigrants came century ago like found went back america promised land,1,0.2,0.2,1,0,0,0,0,0,0.2
8740,international herald tribune archives supreme court rules communist party members register government anti red law u voided,0,0.2,0.2,1,0,0,0,0,0,0.2
8741,united states geographical advantage tighter security fight isis could paris happen,1,0.2,0.2,1,0,0,0,0,0,0.2
8742,american ambassador bogot discusses colombia u relations cocaine production accuracy show narcos taking stock billion washington spent colombia war,1,0.41000000000000003,0.4,0,0,1,0,0,0,0.41000000000000003
8743,several republican governors said opposed letting syrian refugees enter states terrorist attacks paris friday governors refugees entry,0,0.2,0.2,1,0,0,0,0,0,0.2
8744,deputy foreign minister said president bashar al assad remain power included elections part diplomatic negotiation aimed ending civil war syria iran reaffirms role assad,0,0.41000000000000003,0.4,0,0,1,0,0,0,0.41000000000000003
8745,attacks used pretext west shut borders conflate refugees terrorism paris attacks vilifying refugees,1,0.2,0.2,1,0,0,0,0,0,0.2
8746,project repair tunnels may finally underway decade go new hudson tunnel,1,0.5,0.5,0,0,1,0,0,0,0.5
8747,hundreds thousands flee syria growing number american politicians responding unspeakable cruelty vile politics syrian refugee crisis updated,1,0.2,0.2,1,0,0,0,0,0,0.2
8748,term lets politicians distance fact calling sending young americans battle let kick boots ground curb,1,0.2,0.2,1,0,0,0,0,0,0.2
8749,reader says nuclear war caused mistaken belief side attacked threatens human survival nuclear war near misses,1,0.21000000000000002,0.2,0,1,0,0,0,0,0.21000000000000002
8750,republicans ignored efforts help industry comply looming emissions standards g p myopia coal,1,0.2,0.2,1,0,0,0,0,0,0.2
8751,international herald tribune archives united states reaches deal british authorities lease bases u lease british bases,0,0.2,0.2,1,0,0,0,0,0,0.2
8752,international herald tribune archives teenager opens fire national airlines plane hijacker shoots plane,0,0.2,0.2,1,0,0,0,0,0,0.2
8753,continent risks much accepts refugees europe refugee problem,1,0.2,0.2,1,0,0,0,0,0,0.2
8754,map united states looks unusual comment necessary ben carson campaign geography problem,1,0.5,0.5,0,0,1,0,0,0,0.5
8755,mr jindal announced candidacy extremely silly video dropping time ripe reboot time new bobby jindal video,1,0.7,0.7,0,0,0,1,0,0,0.7
8756,disgraceful response jews fleeing germany world war ii risks repeated syrian refugees us,1,0.21000000000000002,0.2,0,1,0,0,0,0,0.21000000000000002
8757,many united states believed islamic state ties never visited syria thwarting like trying prevent school shooting u investigators struggle track homegrown isis suspects,0,0.30000000000000004,0.30000000000000004,0,1,0,0,0,0,0.30000000000000004
8758,mrs clinton deliver depth speech thursday council foreign relations new york national security proposals would combat islamic state syria iraq hillary clinton presents plan battle isis,0,0.2,0.2,1,0,0,0,0,0,0.2
8759,delivers important speech bid democratic presidential nomination mr sanders attempt demystify democratic socialism long held political philosophy position political heir franklin roosevelt bernie sanders invoke f r speech defining vision democratic socialism,0,0.2,0.2,1,0,0,0,0,0,0.2
8760,international herald tribune archives liner docks scare samaria docks scare,0,0.2,0.2,1,0,0,0,0,0,0.2
8761,pew research center found million mexicans returned home arrived united states marking end wave immigration mexican immigrants leaving u entering report finds,0,0.4,0.4,0,1,0,0,0,0,0.4
8762,proposed legislation could derail rule requiring retirement advisers act clients best interests new threat retirement,1,0.2,0.2,1,0,0,0,0,0,0.2
8763,president failed read mood congress many americans paris attacks refugee vote failure obama,1,0.4,0.4,0,1,0,0,0,0,0.4
8764,federal officials said migrants syria pakistan afghanistan appeared radical intentions episodes added concerns paris attacks migrants attempts enter u via mexico stoke fears jihadists,0,0.2,0.2,1,0,0,0,0,0,0.2
8765,agency also found evidence terrorism similar paris planned united states f b director says paris attacks link u seen,0,0.2,0.2,1,0,0,0,0,0,0.2
8766,federal judge colorado thursday upheld law legalized bush administration warrantless surveillance program judge upholds surveillance law,0,0.2,0.2,1,0,0,0,0,0,0.2
8767,cricket star turned politician populist style played well country anti americanism always big vote getter imran khan sees vindication calmer pakistan,0,0.2,0.2,1,0,0,0,0,0,0.2
8768,easy lose way moments like fearful state close doors syrian refugees,1,0.7,0.7,0,0,0,1,0,0,0.7
8769,international herald tribune archives government troops seek prevent indian uprising indian troubles,0,0.2,0.2,1,0,0,0,0,0,0.2
8770,mr trump says would require muslims register national database donald trump horrifying plan american muslims,1,0.43000000000000005,0.4,0,0,1,0,0,0,0.43000000000000005
8771,syrians must pass many steps security clearances admitted united states takes two years syrian refugees enter u,0,0.2,0.2,1,0,0,0,0,0,0.2
8772,interviews around country many americans sorry happened fearful attacks home americans view paris attacks empathy fear resolve,0,0.7,0.7,0,0,0,1,0,0,0.7
8773,today campus movements rooted feeling acute vulnerability student protesters fearful,1,0.7,0.7,0,0,0,1,0,0,0.7
8774,increasingly playwrights regard digital communications essential plot elements try different ways dramatizing turn devices sometimes plays turn,0,0.2,0.2,1,0,0,0,0,0,0.2
8775,announcement iranian judiciary reported news agency iran contained information length prison term jason rezaian washington post said sentenced prison,0,0.30000000000000004,0.30000000000000004,0,1,0,0,0,0,0.30000000000000004
8776,international herald tribune archives russia begins regard use nuclear weapons inevitable future wars russia shifts position war,0,0.22000000000000003,0.2,0,1,0,0,0,0,0.22000000000000003
8777,first television ad senator rubio offers slightest idea would president combat terrorism marco rubio empty rhetoric terrorism,1,0.2,0.2,1,0,0,0,0,0,0.2
8778,suit bradley f podliska contends house select committee benghazi mr gowdy chairman fired illegally defamed fired investigator sues house benghazi committee trey gowdy,0,0.4,0.4,0,1,0,0,0,0,0.4
8779,apparent effort achieve neutrality four men identified include two government two opposition u imposes sanctions burundi violence,0,0.2,0.2,1,0,0,0,0,0,0.2
8780,lawmakers well aware constituents interested espn going u fantasy sites vs congress matchup could bruising,0,0.2,0.2,1,0,0,0,0,0,0.2
8781,negotiations yielded modest commitments chinese including efforts protecting trade secrets opening markets wider american drug medical device makers china u say made strides trade talks,0,0.2,0.2,1,0,0,0,0,0,0.2
8782,according alert government information suggesting extremist groups continue plan terrorist attacks multiple regions u issues travel alert,0,0.2,0.2,1,0,0,0,0,0,0.2
8783,americans likely see longer security lines careful screening holiday period airlines expect carry passengers since travel alert many u determined go places thanksgiving,0,0.5,0.5,0,0,1,0,0,0,0.5
8784,recent comments refugees allowed united states make lot sense marco rubio actually think syrian refugees updated,1,0.30000000000000004,0.30000000000000004,0,1,0,0,0,0,0.30000000000000004
8785,mr mayer lawyer vocal consumer advocate chief technologist agency enforcement bureau jonathan mayer well known online security expert joins f c c,0,0.2,0.2,1,0,0,0,0,0,0.2
8786,mr christie talks lot memories gets fuzzy comes debunking false claims arabs celebrating new jersey chris christie low profile courage,1,0.4,0.4,0,1,0,0,0,0,0.4
8787,photos macedonia israel west bank united states nov pictures day,0,0.2,0.2,1,0,0,0,0,0,0.2
8788,nearly thousand readers new york times offered views civil liberties vs security restrictions preventing acts terrorism readers times preference keeping liberties days terror,0,0.2,0.2,1,0,0,0,0,0,0.2
8789,lennon tsai started company supply urban chinese farmers necessary hydroponics equipment found surprising secondary market america gardening start china chances upon u marijuana market,0,0.2,0.2,1,0,0,0,0,0,0.2
8790,game try figure act presidential candidate ridiculous nobody wins ludicrous donald trump edition,1,0.73,0.7,0,0,0,1,0,0,0.73
8791,president obama said specific credible intelligence terrorist plot told americans enjoy holiday weekend without undue fear obama seeks reassure skeptical public isis fight,0,0.2,0.2,1,0,0,0,0,0,0.2
8792,german carmaker also said eight employees suspended installation software allowed vehicles cheat emissions tests volkswagen reveals emissions fix diesel cars europe,0,0.2,0.2,1,0,0,0,0,0,0.2
8793,good reason formerly incarcerated allowed vote kentucky kentucky governor lets formerly incarcerated people vote,1,0.2,0.2,1,0,0,0,0,0,0.2
8794,pakistani intelligence officials said american drone strike afghanistan killed khan sayed leader breakaway faction pakistani taliban pakistani taliban commander reported killed drone strike afghanistan,0,0.4,0.4,0,1,0,0,0,0,0.4
8795,photos greece west bank saudi arabia united states nov pictures day,0,0.2,0.2,1,0,0,0,0,0,0.2
8796,let cacophonous feasting right wings turkey left begin king kevin versus queen cersei,1,0.4,0.4,0,1,0,0,0,0,0.4
8797,actually want build real character model schools build real community communities character,1,0.2,0.2,1,0,0,0,0,0,0.2
8798,refugee crisis illuminates failure approach politics president obama hypocrisy syria,1,0.4,0.4,0,1,0,0,0,0,0.4
8799,chinese money reshaping real estate markets companies individuals snap commercial residential properties roots china real estate rush,0,0.2,0.2,1,0,0,0,0,0,0.2
8800,marginalization physical propelled realm luxury digital culture meet analog fever,1,0.2,0.2,1,0,0,0,0,0,0.2
8801,ms gabbard democrat known many composed presence chamber started shed persona becoming critic president obama policies syria tulsi gabbard rising democratic star hawaii makes mark party defying,0,0.5,0.5,0,0,1,0,0,0,0.5
8802,reasons believe paris negotiations different previous failed efforts agreement would hardly halt global warming paris deal would herald important first step climate change,0,0.5,0.5,0,0,1,0,0,0,0.5
8803,recent killings police suggest violence implicit backing society whole laquan mcdonald system,1,0.2,0.2,1,0,0,0,0,0,0.2
8804,united states nearly one third female prisoners world women behind bars,1,0.4,0.4,0,1,0,0,0,0,0.4
8805,hillary rodham clinton unveil details billion federal investment infrastructure five years paid overhauling business tax code introduction start monthlong focus mrs clinton jobs agenda hillary clinton calls billion payment infrastructure improvements,0,0.2,0.2,1,0,0,0,0,0,0.2
8806,house majority leader said republicans planning force showdown white house cutting federal financing group shutdown expected planned parenthood,0,0.4,0.4,0,1,0,0,0,0,0.4
8807,international herald tribune archives north vietnam suffers toll war hanoi feels strain war,0,0.51,0.5,0,0,1,0,0,0,0.51
8808,fear conspiracy makes terrorism seem threatening crimes fear fear terrorism,1,0.0,0.0,0,0,0,0,0,1,0.0
8809,move intended prevent european radicals traveling united states carry attack similar one paris u tightens visa waiver program bid deter militants,0,0.2,0.2,1,0,0,0,0,0,0.2
8810,budget deal requiring democratic help risks alienating republicans scenario often vexed speaker paul ryan predecessor deadline looms paul ryan finds boehner like spot,0,0.4,0.4,0,1,0,0,0,0,0.4
8811,international herald tribune archives gen manuel avila camacho becomes mexico president avila camacho inaugurated mexico,0,0.2,0.2,1,0,0,0,0,0,0.2
8812,cynical ad uses four recipients medal honor criticize republican candidates president obama jeb bush strange new ad,1,0.7,0.7,0,0,0,1,0,0,0.7
8813,frustrated russia refusal address concerns violated arms control accord pentagon plans strengthen defenses moscow nuclear weapons programs u plans counter arms breach russia,0,0.41000000000000003,0.4,0,0,1,0,0,0,0.41000000000000003
8814,lori berenson american completed year sentence aiding rebel group planned take members peru congress hostage could deported early wednesday american convicted peru plot plans return u,0,0.2,0.2,1,0,0,0,0,0,0.2
8815,china main news agency said theft data office personnel management done chinese hackers behalf state china calls hacking u workers data crime state act,0,0.30000000000000004,0.30000000000000004,0,1,0,0,0,0,0.30000000000000004
8816,gay hookup app found percent users take truvada pill greatly reduces risk contracting h v grindr polls users h v prevention pill,1,0.49,0.5,0,0,1,0,0,0,0.49
8817,donald j trump said battle islamic state families terrorists targets saying using relatives shields donald trump says terrorists families targets,0,0.23,0.2,0,1,0,0,0,0,0.23
8818,always gets decide rational thinking politics math education,1,0.2,0.2,1,0,0,0,0,0,0.2
8819,deal represents latest move g e effort retreat banking refocus industrial roots general electric sell units cr dit mutuel france,0,0.49,0.5,0,0,1,0,0,0,0.49
8820,mr ryan seeking gain control party overarching message image capitalize seen parties good start new role give speech billed first major address speaker house paul ryan lay vision republican party,0,0.2,0.2,1,0,0,0,0,0,0.2
8821,international herald tribune archives billion u loan britain suggested urging u loan britain,0,0.2,0.2,1,0,0,0,0,0,0.2
8822,head indonesian unit freeport mcmoran said speaker setya novanto demanded stake local company exchange helping extend operating contract ethics inquiry testimony links indonesia parliament speaker extortion,0,0.2,0.2,1,0,0,0,0,0,0.2
8823,international herald tribune archives members viet cong set blasts near enlisted men billet saigon viet cong blast g billet,0,0.2,0.2,1,0,0,0,0,0,0.2
8824,alliance grabtaxi ola didi kauidi give smaller american ride hailing company base india china southeast asia lyft joins asian rivals compete uber,0,0.4,0.4,0,1,0,0,0,0,0.4
