,Unnamed: 0,text,section_name
9820,9820,archives international herald tribune president lyndon b johnson plans travel manila vietnam vietnam war september president set vietnam talks,0
291,291,environmental professor believes simple tools energy conservation already exist rich nations choose deploy curmudgeon view energy challenge,0
6510,6510,election day featured wave new voting restrictions results picked see rules swayed outcomes voter id laws scrutinized impact midterms,0
101,101,democratic party offered web video contrasts rhetoric cpac president obama state union address last month video democrats take aim rhetoric cpac,0
8939,8939,defense secretary ashton b carter offer detailed explanation errant airstrike iraqi government said killed least nine iraqi soldiers said seemed mistake involved sides u airstrike killed iraqis accident officials say,0
6149,6149,latoya ruby frazier looked family history build enduring narrative african american life rust belt town raised latoya ruby frazier notion family,0
1825,1825,karl burke eerie war images recall mathew brady roger fenton work th century mr burke never set foot battlefield game th century approach photographing modern warfare,0
1217,1217,economists say claims counterclaims job creation job destruction often misleading new laws evaluated job creation,0
4139,4139,instead rooting bridge drag governor people focus issues matter elections pro progressive better anti christie,1
3519,3519,nearly million u patents public domain one new york attorney resurrecting handful forgotten inventions way printing printing th century,0
8037,8037,pentagon review found criminal malicious intent behind shipments dugway proving ground utah procedures faulted army lab shipment anthrax,0
2922,2922,friends colleagues admirers aaron swartz digital activist innovator posted tributes online saturday following reports death remembering aaron swartz,0
6682,6682,united states policy toward cuba long politically contentious issue split always along party lines senate foreign relations committee split release gross,0
3467,3467,senator mitch mcconnell kentucky republican leader called democratic move bar minority party filibustering presidential appointees power grab democrats poised limit filibusters angering g p,0
8290,8290,world bank study said percent countries surveyed least one law discriminates women report finds nations hinder women,0
1775,1775,security officials critics congress sparring whether current measures would detected latest underwear bomb airplane security debated anew latest bombing plot,0
8342,8342,fiorina wear well terrible candidate age income inequality battered middle class g p plays loser poker,1
3834,3834,chief negotiators united states european union said would hold special session financial services nov u appears open finance discussions trade talks europe,0
4694,4694,representative vance mcallister latest louisiana official facing demands resignation leaked video last week showed passionately kissing woman wife amid charges hypocrisy louisiana lawmaker faces calls step,0
3601,3601,american jews often view coming age ceremony entry jewish life graduation ceremony new initiative reform movement change bar mitzvahs get new look build faith,0
1981,1981,kathleen ledecky bethesda md became youngest member year united states olympic swimming team meter freestyle already olympian,0
563,563,soccer wins brazil algeria reminder american belief destiny always changed ball feet fate hands,0
5706,5706,let hear long shot candidates year like high school math teacher running u senate montana tell camera,1
3316,3316,crucial question republicans heavily press cases president obama without provoking backlash g p energized weighs far take inquiries,0
9227,9227,date mr trump emerging likely republican presidential nominee immune substantive criticism putting donald trump promises scrutiny,0
8301,8301,prime minister benjamin netanyahu talked priorities like restarting talks palestinians netanyahu makes quick pivot loss iran deal,0
718,718,high school students scholarships attend school united states stay host families u trip students gaza hamas says,0
63,63,new study suggests employer based coverage survive prospects private health insurance,0
2270,2270,united states play spain gold medal game sunday rematch final beijing americans u superstar relay riddles argentina scoring barrage,0
3544,3544,house financial services committee critics say place big incentives freshman members congress special favors finance industry freshmen house seats plenty,0
3886,3886,readers focus reasons ease military tensions disputed islands east china sea east china sea islands dispute,1
8768,8768,easy lose way moments like fearful state close doors syrian refugees,1
2145,2145,network mistakenly ran commercial interview tuesday gold medal winning swimmer missy franklin broadcast actual race monday night today promo nbc spoils golden ending,0
1068,1068,writer traveled players eastern massachusetts senior softball league play teams cuba league fourth visit since slow pitch ambassadors cuba,0
4828,4828,china wednesday sharply criticized american move enforce sanctions iran penalized eight chinese companies owner li fangwei accused supplying parts iranian ballistic missiles china criticism u move iran,0
3463,3463,would opposing immigration reform consign g p whites future rubio schumer republican future,1
1963,1963,remaining mysteries roberts vote medicaid expansion two big questions health care,1
3720,3720,republicans forced explain blame government shutdown tea party activists pose insurgent threat g p hopes take senate dimming,0
245,245,price fuels rises energy specialists say united states make hard choices end dependence foreign supplies oil without mideast,0
5902,5902,events overseas undermined democratic strategy tie party midterm prospects theme includes calls higher minimum wage pay equity women world events muffle democrats economic rallying cry,0
5804,5804,jaguar land rover announces pricing land rover discovery sport bmw recalls cars takata air bag parts wheelies little landie edition,0
9494,9494,efforts diversify america corporate boards still lagging central obstacle lack operating financial experience annual study says barriers board positions persist minorities women report shows,0
4867,4867,reader says company may reincorporate britain grateful gets u taxes pfizer tax driven plan,1
4614,4614,relatives americans killed terrorist attacks israel filed suit arab bank case provoked split obama administration pits state department treasury justice departments terror suit jordanian bank tests u diplomacy secrecy laws,0
8794,8794,pakistani intelligence officials said american drone strike afghanistan killed khan sayed leader breakaway faction pakistani taliban pakistani taliban commander reported killed drone strike afghanistan,0
333,333,higher commodity prices winter blizzards shuttered businesses delayed construction among main causes slowdown u economic growth slows rate quarter,0
4401,4401,interview chinese edition men health gary locke departing united states ambassador china said could hold plank position minutes magazine cover famously humble ambassador,0
9476,9476,lawsuit could force obama administration congress formally authorize military campaign islamic state soldier challenge president,1
4934,4934,many voters realize representatives parliament actually little power local level problems like potholes drainage systems lawmakers real powers match voters local expectations,0
1768,1768,new delhi staged diplomatic choreography week americans iranians town indians host clinton also wooing iran,0
263,263,nuclear plant japan faces array fresh threats could persist indefinitely increase result stabilization efforts according nuclear regulatory commission u sees array new threats japan nuclear plant,0
7812,7812,rand paul hoping small government libertarian inspired approach governing translate support seeks republican presidential nomination call flat tax midteens senator told supporters rand paul detail flat tax plan,0
1508,1508,first glance federal budget seems tilted take rich redistribute rest alternate way measure government moves resources across economy nation many tax breaks,0
4273,4273,gregory cendana asian pacific american labor alliance discusses need post typhoon aid philippine rebuilding,1
623,623,two speeches monday night capped remarkable series dueling theatrical performances nation two powerful politicians stagecraft obama boehner debt debate,0
7929,7929,programs helped millions elderly disabled poor people extended life expectancy america medicare medicaid,1
1964,1964,justice anthony kennedy said database medal winners could offer alternative solution stolen valor act perhaps reference work doug sterner vietnam veteran decade painstakingly logging military award citations public database database veterans medals cited alternative stolen valor,0
3434,3434,chen guangcheng left china last year began day visit taiwan leaving new york amid controversy involving host new york university chinese activist praises taiwan democracy,0
4618,4618,decision let stand familiar base limits contributions individuals candidates said overall limits contributions federal candidates violated first amendment supreme court strikes overall political donation cap,0
10163,10163,evidence abraham lincoln ever said anything years life life years republicans tweet delete fake lincoln quote,0
9744,9744,new state state study impact economic social environments mortality found woman live matters much new clues mystery women lagging life expectancy,0
6883,6883,wealthy americans believe poor people today easy view infuriatingly obtuse expensive poor,1
2754,2754,seeking underscore seemingly absent history ken gonzales day altered th th century postcards lynchings american west removing bodies original scenes lynchings west erased history photos,0
367,367,halloween craze salem ideal time explore vestiges prosperous seaport ghosts salem past,0
9779,9779,gen john p abizaid led united states central command advise ways strengthen ukraine military retired general appointed special envoy ukraine defense minister,0
9919,9919,trust senator even bring choose president republican candidates admit hillary voting,1
2069,2069,warner brothers canceled premiere paris appearances cast members still studying implications shooting dark knight rises took million shows friday hollywood struggles proper response shooting,0
3424,3424,sometimes seems like government chooses secrecy sake secrecy secrets non secrets leaks,1
7051,7051,manuel medina mora overseen profitable recently scandal plagued unit since citi mexico chief retire rough year scandals,0
6065,6065,storm packing winds miles per hour appeared headed directly tokyo typhoon sweeps americans sea okinawa,0
6678,6678,amir hekmati former marine incarcerated iran three years sent letter president obama united states intensifies negotiations tehran disputed nuclear program american held iran sends letter president obama,0
3457,3457,fourth july significance retains simplicity resembles major holiday every ordinary fourth,1
1785,1785,richard pyle former saigon bureau chief associated press recalls star great ap saigon bureau horst faas work vietnam horst faas last hurrah,0
3194,3194,europe united states operating far different speeds respect data privacy regulation could stumbling block future trade talks american quilt privacy laws incomplete,0
2919,2919,officials centers disease control prevention alarmed urging americans continue get flu shots acknowledged completely effective flu season deaths reach epidemic level may peak c c says,0
4974,4974,package bills passed bipartisan support versions already senate rare legislative compromise might offing issue attracted growing attention house passes bills aimed stemming human trafficking,0
2020,2020,deep questions remain fundamental truth candidate arguments accelerated exodus jobs even campaigns kept pressing obama romney trade shots possibly accurate outsourcing,0
9239,9239,sadly experiencing atomization intellectual life fewer movements join shape individual identity movement mentality,1
2447,2447,critics press cambodian government get serious wave crimes critics forest land policies critics press cambodia fight violence forest frontier,1
3244,3244,visit comes secretary state john kerry said beijing last week china could play vital role helping rid north korea nuclear weapons china north korea envoy visit u talks,0
76,76,days mounting unrest egypt turned delicate public relations challenge white house egypt poses p r challenge new white house team,0
2055,2055,crucial united states china strengthen cooperation trade investment finance infrastructure technology fields rebalancing global economy,1
3455,3455,mr gray third generation baptist minister philadelphia seat congress rose become highest ranking black lawmaker country william h gray iii pastor lawmaker dies,0
9223,9223,fighting decreased significantly country following truce brokered united states russia though reports scattered violations violence syria abates day cease fire,0
2982,2982,japan move ease restrictions american beef imports allow ranchers meatpackers move past mad cow scare led ban regain full access lucrative market break embattled ranchers,0
9560,9560,videoconference russian counterparts american defense officials discussed attack u backed forces fighting islamic state covered cease fire u tells russia strong concerns strikes syrian rebels,0
4113,4113,number democrats republicans list even median net worth according analysis half congress members millionaires report says,0
8883,8883,would unacceptable even un american speak fight back said representative andr carson donald j trump call bar members faith entering united states donald trump words added sting muslims congress,0
7120,7120,supporters say israel prime minister playing strong card opponents say scaring voters offering hopeful solutions leading march elections netanyahu may gain fleeting lift speech experts say,0
9439,9439,iranian president supreme leader lashed united state supreme court ruling allows relatives victims bombing sue tehran billion compensation iranian leaders condemn u ruling,0
3399,3399,increase follows two decades slow growth college completion appears driven recent recession creation new types jobs data reveal rise college degrees among americans,0
7745,7745,international herald tribune archives gis fight alongside south vietnamese troops gis fight ground war,0
735,735,agents hunting potential threats national security ordinary criminals recent years according newly disclosed data f b focusing security ordinary crime,0
3,3,canada beat united states semifinals world junior tournament advancing final th consecutive year canada beats united states world junior semifinal,0
647,647,conflict federal debt began early jefferson madison formed opposition party jefferson tea party moment,0
856,856,companies construct operate data centers run internet expect growth next year match world economy boom years survey sees major expansion world data centers,0
7001,7001,like rodeo islam indelible part culture muslims early america,1
290,290,debate medicare longer whether restructure program rather reshaping medicare brings hard choices,0
2889,2889,days one high stakes standoff finances resolved two sides getting ready another congress prepares address nation borrowing limit obama republicans gear next fiscal fight,0
8366,8366,announcement comes competition heated recent months likes apple spotify deezer vying global customers deezer french music streaming service plans p,0
2478,2478,political news today times around web plus look president weekly address latest happenings washington weekend word exposure,0
1254,1254,argentine director mariano pensotti talks piece el pasado es un animal grotesco past grotesque animal radar festival questions past grotesque animal,0
9468,9468,decrease death rates suicide homicide cancer contributed smallest gap life expectancy blacks whites history black americans see gains life expectancy,0
3351,3351,newspaper column people daily communist party mouthpiece dishonest americans draws criticism many chinese accuse hypocrisy china second thoughts dishonest americans column,0
6550,6550,times reporters editors columnists recommend articles books want better understand events ferguson making sense ferguson,0
3578,3578,homeowners worry changing makeup neighborhoods fill tenants little investment area renters move homeowners fret,0
5632,5632,losing republican primary june former house majority leader set become eric cantor inc make lots money eric cantor big payoff,1
2820,2820,russian parliament approved measure retaliation law signed president obama last week seeks punish russian citizens accused violating human rights russia vote favors ban adoptions americans,0
135,135,getting americans start budgeting responsibly economic goal yet lord make us thrifty yet,0
8364,8364,mike lee utah bill lead sponsor senate takes issue editorial religious freedom bill,1
8039,8039,deal latest move japanese insurer expand operations united states world largest insurance market meiji yasuda buy stancorp financial billion,0
5614,5614,moscow announced ban beef pork fish fruit vegetables dairy products european union united states canada australia norway russia responds western sanctions import bans,0
2227,2227,geno auriemma enjoys time microphone u women basketball team routed canada reach semifinals u coach keeps talking team keeps winning,0
2737,2737,despite hurricane sandy little change western attitudes climate change doha talks conversation india chief climate change negotiator,0
4382,4382,canada advanced final men ice hockey tournament victory united states bolshoi ice dome narrow margin agony ecstasy,0
7407,7407,th anniversary abraham lincoln death debate rages whether first republican president would home today republican party republicans debate lincoln place today party,0
8540,8540,comes government handouts conservative billionaires necessarily practice preach corporate welfare kochs,1
2609,2609,president afghanistan foreign press association says american support pakistan harmed region readers invited respond invitation dialogue afghan pakistan woes,1
8907,8907,five permanent security council members cracking door open process choosing next secretary general retain authority ultimately decide world powers relax process picking u n leader slightly,0
10030,10030,highly secretive assessment compilation intelligence findings across government presidents received decades president daily brief,0
10111,10111,build ever automation plays big role increasingly chinese made automation maybe worry daily report american jobs chinese robots,0
6105,6105,new screening five united states airports add another layer security best prevention control outbreak stricken countries ebola screening airports,1
960,960,defense secretary leon e panetta said would take cues nato allies deciding future security relationship libya nato lead libya ties panetta says,0
1576,1576,big business groups spent millions help republicans win control house return always met expectations business bets g p may backfiring,0
8336,8336,photos croatia turkey china united states september pictures day,0
7347,7347,proposed changes unrealistic pursued could end leading nuclear deal israel unworkable demands iran,1
3884,3884,thanksgiving prompts question expatriates everywhere face going home american neurotic paris,1
1022,1022,mexican army said thursday detained ovidio lim n nchez united states considers one wanted drug traffickers mexico mexico trafficking suspect caught,0
330,330,americans seeing collapse fascism optimistic socialists,1
5610,5610,wake two botched executions debate surrounding capital punishment focused economic dimensions moral ones case death penalty right,1
1496,1496,like book based hbo movie game change raises questions sarah palin fitness office also much trust candidate place aides game change loyalty,1
7150,7150,stark growing gap lives kids college educated parents kids parents go college demands complex response political social moral cost relativism,1
8934,8934,zurich one largest insurers europe would expand portfolio united states acquisition rural community insurance services zurich insurance pay billion crop insurer,0
10151,10151,president trump travel ban announced uncertainty visas americans want visit iran led operators cancel trips tour companies cancel iran trips,0
3889,3889,struggle low income workers many retailing adding momentum efforts increase federal minimum wage register side little spend,0
3826,3826,american catfish farmers say additional program vital safety vietnam says nothing trade barrier disguise new catfish inspections posing problem pacific trade pact,0
8849,8849,prepared every american feel behave like police officer firefight good guys guns keep us safe,1
381,381,ukraine looking shale gas technology used fort worth means lessening dependence russia energy ukraine looks texas energy path,0
7803,7803,wambach scored corner kick th minute united states group u women advance round abby wambach goal,0
1408,1408,decline middle class altering shape liberal capitalism know least experts think end market democracy,1
6340,6340,growing evidence donations judicial campaigns may influencing rulings money judges bad mix,1
704,704,mr brown oldest american survivor bataan death march perhaps oldest american veteran world war ii albert brown survivor bataan march dies,0
1783,1783,family harry seggerman investment fund president told hide million foreign accounts avoid paying united states taxes federal complaint claims family told hide inheritance u claims,0
7670,7670,gloria steinem among group female peace activists crossed bus sunday north korea south korea calling end unresolved hostility peace activists cross demilitarized zone separating koreas,0
6112,6112,four weeks go midterm elections republicans pointing islamic state secret service failings ebola evidence call white house incompetence cry g p campaign dismal,0
3235,3235,polar ice melting year governments five countries arctic coastline said agreement regulating commercial fishing warranted accord would regulate fishing arctic waters,0
4321,4321,international herald tribune pages february,0
1626,1626,mark lewis british lawyer said planned sue united states behalf victims allege subject phone hacking rupert murdoch british tabloids british hacking scandal suits filed u,0
5023,5023,zhang jialong says tencent chinese internet giant objected comments censorship request united states pay attention cases prominent dissidents chinese blogger says fired meeting kerry,0
7708,7708,photographer intends show lives little people whose dreams accomplishments exceed stature living large,0
2375,2375,haqqani network responsible deadliest attacks american troops afghanistan obama administration deemed terrorist organization white house backs blacklisting militant organization,0
2473,2473,department commerce took steps end year old agreement mexico makes mexican tomatoes bargain american supermarkets ammunition trade war u mexico,0
9014,9014,miss house representatives miss begging money steve israel confessions congressman,1
850,850,visit brand new manufacturing facilities north carolina offers reasons optimism also suggests long road ahead factory field trip,1
3094,3094,seen industry optimism dashed upbeat report tuesday global trade body international federation phonographic industry brought hope skepticism history shadows upbeat music sales forecast,0
9559,9559,archives international herald tribune june president johnson warns vietnam heavier air attacks johnson warns hanoi heavier air blows,0
8516,8516,effort reduce unjustly long sentences nonviolent drug crimes make tiny dent america vast prison population step toward justice release prisoners,1
5905,5905,new york times cbs news poll shows president obama approval ratings similar president george w bush democrats swept houses congress midterm elections results new york times cbs news poll politicians approval ratings,0
7442,7442,busy lawmaking season reflects part tailoring president obama policy agenda find common ground republicans washington though still divided comes together trade issues,0
4176,4176,departing greenpeace leader explores shifts hard lines tactics goals chat greenpeace departing u chief old new environmentalism,1
8553,8553,c l u lawsuit alleges american intelligence agents tortured three men one died administration let case proceed chance obama right thing torture,1
5169,5169,jim hall former chairman national transportation safety board calls congress investigate g culture g call congressional action,1
5960,5960,president spoke united nations climate change summit tuesday obama climate change,0
7954,7954,relations worst point since avoid conflict bold steps needed u china get along,1
2483,2483,jim furyk struggling member american ryder cup team hoped one decide tournament knowing full well failure flip side success dreams deciding match way,0
7589,7589,johns hopkins earned minus global health research advocacy group found lot even two f university grades mixed research poor,0
9532,9532,move latest twist case involving filmmaker wanted california conviction sex year old girl poland revives effort extradite roman polanski,0
9671,9671,british civil aviation authority allow company test several technologies united states permitted amazon expands drone testing britain,0
9376,9376,united states may complicit war crimes yemen new report says questioning america role yemen,1
5221,5221,amid humiliations world war ii inmates defiantly asserted americanism national pastime incarcerated japanese americans baseball wearing american flag,0
2444,2444,campaign end demand prostitution harm trafficking victims sex workers helps misguided moral crusade,1
5135,5135,lawmakers hoping turn eric cantor defeat advantage next week marshal allies cantor resigns leadership post effort smooth house transition,0
4024,4024,obamacare biggest challenge era fundamental distrust government legitimacy problem,1
9416,9416,putting harriet tubman bill right call treasury department needs make sure happens quickly possible welcome overdue change bill,1
1224,1224,senator bernard sanders vermont independent responds news article factory jobs gain wages retreat free trade vs jobs,1
5173,5173,study united states finished last advanced nations despite costly system world health care systems stack,1
2189,2189,week polling economic data mostly good news president obama aug good week obama forecast,0
8122,8122,photos france united states macedonia el salvador august pictures day,0
10126,10126,teams following baseball lead trying upgrade fare hold prices concessions late game football stadiums aim better food,0
6173,6173,look data federal election commission shows tv ads continue important though internet spending grown senate races outside groups spend money,0
6647,6647,current economic outlook young americans may changing home means millennials home might moving target,1
1123,1123,life reports meet byron r wien life report byron r wien,1
1862,1862,manuel huerta represent united states triathlon olympics began training child havana says journey serves message castro government leaving cuba pursue dream united states,0
3688,3688,federal workers say feel like collateral damage continuing fiscal ideological wars white house political rivals government slugs government workers take chin,0
2685,2685,playing southern russian city krasnodar united states men national soccer team scored third minute second half added time goal substitute mix diskerud u manages tie russia substitute scores game final moments,0
6931,6931,house representatives weighs whether impose new sanctions tehran iranian parliament working resolution reprieve obama senate democrats agree wait iran sanctions,0
144,144,new report released thursday nielsen market research firm said google android platform become popular operating system among united states smartphone users android pulls ahead smartphone race report says,0
8824,8824,alliance grabtaxi ola didi kauidi give smaller american ride hailing company base india china southeast asia lyft joins asian rivals compete uber,0
1558,1558,united states national team lost canada saturday night must beat el salvador possibly mexico qualify olympic games u falls canada complicating plans qualify london olympics,0
7485,7485,however supreme court rules oklahoma lethal injection drug protocol support death penalty decline justices botched execution,1
5359,5359,second german found spying united states would deepen rift washington berlin new case spying alleged germany,0
7412,7412,investigation oversight nuns main leadership group begun pope benedict xvi ended expression appreciation pope francis vatican ends battle u catholic nuns group,0
2377,2377,despite taking lead first minute play united states lost jamaica sloppy match national stadium kingston jamaica jamaica turns back u first two qualifiers,0
3396,3396,pondering immigrant progress senate debates immigration reform great assimilation debate,1
5457,5457,expected g p momentum yet materialize midterm elections still time goodbye republican wave,0
758,758,american defeats kamke straight sets fish dominates opening round,0
8798,8798,refugee crisis illuminates failure approach politics president obama hypocrisy syria,1
5290,5290,united states faces belgium argentina plays switzerland final round games world cup today world cup matches july,0
2465,2465,unlike muslim culture religious images abound america always fighting god image,1
9591,9591,archives international herald tribune june progressive national convention supports republican candidate judge hughes hughes hits president,0
4190,4190,real national social mobility strategy must address youth development ages takes generation,1
6854,6854,satire self censorship around religion charlie hebdo book mormon blasphemy revisited,1
8280,8280,sharp exchanges u russia russian military aid syrian government appeared dampened brief spirit cooperation russia answers u criticism military aid syria,0
4038,4038,two million americans poised covered affordable care act republicans opposed law considering several ideas proceed health law cemented g p debates next move,0
8776,8776,international herald tribune archives russia begins regard use nuclear weapons inevitable future wars russia shifts position war,0
2815,2815,photographer jon lowenstein spent years pursuing stories mexican central american migrants traveling united states well stuck limbo opportunity american,0
5421,5421,deal time warner would rupert murdoch biggest deal ever would cap long career audacious deal making built reshaped media juggernaut reflecting decade murdoch deals,0
4602,4602,recent reports issuing grim warnings consequences warming planet cause deniers climate change cease attacks climate signals growing louder,1
1347,1347,chinese freshman american public university typically pay three times state student pays increasing numbers chinese kids u colleges even booming economy back home paying year high school educator one beijing leading schools explains much chinese students paying u tuitions,0
5737,5737,burger king customers looking make political statement buy hamburger victor fleischer writes standard deduction column burger king tim hortons deal consumer reaction could crucial,0
8142,8142,turkey nervous coordination united states kurds seeking autonomy parts turkey elsewhere u air power kurdish fighters team inflict losses isis,0
8146,8146,instead outright repeal cadillac tax adjusted congress eliminate inequities keep tax high end health plans,1
7919,7919,marijuana thirsty commonly criticized crops complicated legal status help weed new almond,1
3284,3284,senator john mccain said two airstrikes outside syrian capital recent days apparently israeli forces likely increase pressure president obama offer forceful support syrian rebels mccain says airstrikes syria put pressure obama act,0
9016,9016,minh quang pham pleaded guilty federal court manhattan three terrorism related counts british man admits past terror cell yemen,0
4291,4291,states listen attorney general holder repeal unjust outdated felon disenfranchisement laws million americans without voice,1
9783,9783,department health human services proposed rule could stop states stripping organization title x funds way protect planned parenthood services,1
4301,4301,bnp paribas suspected violating u rules business countries like iran cuba french bank suspected violating blacklistings,0
7881,7881,lawsuits house republicans say law spends billions dollars without necessary appropriations congress faith groups challenge law rule providing contraceptives legal challenges remain health law,0
5338,5338,regulatory pressure many banks ending limiting money transfers likely meaning higher costs immigrants sending money home immigrants latin america africa squeezed banks curtail international money transfers,0
5545,5545,sarah dunham environmental protection agency responds business day article e p energy star program,1
0,0,new start treaty nearly wrapped president obama begin discussing far reaching deals russia next treaties,1
3026,3026,iran state television showed described video recorded american surveillance drone crash landed miles country border afghanistan late video broadcast state television downloaded u drone iran says,0
9150,9150,continued incarceration siamak namazi whose release expected stirred anxiety among thought nuclear deal portended new era consultant continued detention chills iranian americans,0
543,543,new york times reporter damien cave takes readers questions changing nature illegal migration along u mexico border reader q upending immigration mexico,0
8139,8139,irregular call scheduling increases workers stress family conflicts recent research shows unpredictable work hours chaotic life,1
349,349,experimental community lives arizona desert arcosanti desert utopia,0
1817,1817,united states government tried head diplomatic row russia regarding investigation death russian child adoptive american family russia demands inquiry death child u,0
6422,6422,democratic debacle tuesday midterm elections put fresh urgency hillary rodham clinton efforts create blueprint presidential candidacy midterms clinton team gloom,0
9942,9942,many mexicans election donald j trump harbinger hard days come country economy even state mind mexico braces fallout trump presidency,0
9999,9999,donald trump victory smashes traditions party loyalty presenting opportunities extremes future american center,1
6117,6117,cla taking entry level spot mercedes model lineup sky limit c class sedans video mercedes benz c upwardly mobile,0
7189,7189,paul robson barred working british financial services industry pleaded guilty manipulating libor global benchmark interest rate british regulators bar former rabobank trader libor inquiry,0
457,457,spills department transportation declares pipeline poses decisive threat corrective action needed u orders transcanada shut pipeline,0
5446,5446,thousands child migrants central america crossed rio grande u soil thousands make far many end detained broke towns like reynosa mexico mexico stalled journey,0
8975,8975,international herald tribune archives president roosevelt calls aid britain roosevelt seeks aid britain,0
4428,4428,parties elite donors deferred super pac leaders determine best use money taking central role shaping campaigns big money donors demand larger say campaign strategy,0
5652,5652,remember dangers nativism populist rebellion south lesson tea party,1
6824,6824,president obama facing new opposition party one top priorities winning power negotiate international trade pacts speed congress democrats step efforts block obama trade agenda,0
8718,8718,despite years efforts reduce obesity federal health officials reported thursday share americans obese increased slightly obesity rises despite efforts fight u health officials say,0
1595,1595,reward capture militant leader hafiz saeed accused orchestrating mumbai attacks u offers million reward pakistani militant,0
131,131,peak oil advocates play politics wikileak saudi oil reserves drilling oil crisis,1
10179,10179,chaos incoherence american foreign policy threat global stability world needs trump doctrine,1
4230,4230,senate bill impose new sanctions iran top priority american israel public affairs committee stalled stiff resistance president obama potent pro israel group finds momentum blunted,0
5657,5657,change allows serve government advisory boards representing companies groups acting behalf obama administration loosens ban lobbyists government,0
2191,2191,house senate summer vacation let see accomplished taking five week recess congress goes postal,1
2574,2574,mitt romney took time help manage football game staff members media football draw romney staff press,0
5993,5993,new candid camera reveals today pervasive technology makes people easy targets curses fooled,1
2698,2698,china america get set next round global trade match trade issues u china,1
7025,7025,supreme court make government pay prosecutors ignore constitution convict defendants result prosecutorial misconduct force prosecutors play fair,1
9639,9639,brooklyn people suspected overdosing k synthetic drug transported hospitals tuesday dozens possibly overdosed k,0
3251,3251,representative charles b rangel new york democrat claims rights violated house ethics investigation hearing rangel sues overturn censure,0
10122,10122,father paperwork finally come president trump signed executive order stranded new york day refugee ban injects chaos iraqi family reunion,0
4625,4625,swiss bank revised fourth quarter results reflect additional charge million related continuing investigation unreported accounts held americans credit suisse sets millions aside justice dept case,0
1413,1413,former political science professor writes american relations china u influence china,1
6784,6784,rigorous evidence inform spending lately social programs work,1
592,592,united states twice went ahead let japanese come back shootout americans missed first three tries resilient team soothes nation,0
7742,7742,stereotypes surrounding black men families borne facts black dads best,1
8909,8909,n stor reverol head country national guard edilberto molina former official antidrug unit suspected tipping crime groups investigations raids venezuelan official said charged drug case u court,0
1747,1747,government prohibit students warehouse construction manufacturing food processing work state department revises foreign student job program abuse complaints,0
5493,5493,research finds little connection nation income gap government effort close taxing rich help poor voters angrier economic inequality,0
8019,8019,secretary state john kerry held news conference cuba foreign minister signifying establishment relations countries kerry diplomatic relations cuba,0
6927,6927,jason ziedenberg justice policy institute writes trend due growing awareness failures long term costs incarceration tough crime fadeout constitutes safety,1
795,795,much uncertainty economy americans appear reluctant quit jobs new labor department report shows afraid quit work even hate job,0
6421,6421,john boehner house speaker cautioned president obama take executive action immigration called repeal affordable care act boehner urges executive action,0
9448,9448,letter united nations secretary general iran foreign minister among strident yet steadily increasing display anger iran hints retaliation u use seized assets,0
2157,2157,little known lt gen zahir ul islam new head pakistan powerful inter services intelligence directorate agency vital united states interests region pakistan new spy chief visits washington time frayed relations,0
8339,8339,congress needs make easier bring criminal cases people knowingly withhold information dangerous car defects lesson general motors settlement,1
1446,1446,combination forces pushed cost borrowing low many investors effectively paying lend money government u boon low cost borrowing,0
8380,8380,francis speaks millions listen whether muslim baptist hindu atheist celebrity admire warmth rudder share concerns pope francis popularity bridges great divides,0
3334,3334,senate seems bit less polarized productive session women power thanks ted cruz women versus ted,1
8216,8216,scott walker donald trump eager criticize china smart analysis offer china bashing race,1
937,937,private meetings essential give bipartisan congressional committee freedom search common ground rather engage political posturing defense back room deal,1
2340,2340,unsettling movie political culture illuminate readiness obey ever meek ever malleable,1
7338,7338,interview thomas l friedman president obama discussed calculations informed iran nuclear framework say overall approach foreign policy iran obama doctrine,1
3647,3647,first time americans older divorced widowed divorce grows common,0
1056,1056,white house turkey pardon distasteful reminder power give politicians death row prisoners cruel unusual president pardon dark parody,1
10134,10134,european union faced litany crises lately waking fact mr trump may dangerous yet europe new threat town u,0
9971,9971,effort legalize settlements west bank alarming ripple effect president elect winging every step way israel alarming settlement bill,1
2996,2996,applications headed year low reflecting increased concern soaring tuition crushing student debt diminishing prospects lucrative employment upon graduation law schools applications fall costs rise jobs cut,0
5518,5518,politics house republicans threat sue president may work best democrats fight impeachment lite,1
265,265,census research showed offspring white americans would become minority rapid growth among groups put change numbers children whites falling fast,0
2484,2484,european team rallied four point deficit beat united states one unpredictable irresistible competitions professional sports europeans retain ryder cup,0
9398,9398,international herald tribune archives president roosevelt assures freedom press danger united states roosevelt tells press wants censorship,0
8954,8954,white house released national plan combat drug resistant tuberculosis new plan fight tuberculosis,0
6460,6460,latest pew poll shows public lost confidence president obama although congressional leadership congress fare much better americans expect much obama poll says,0
2045,2045,ehud olmert allies asserted prosecution likely instigated right wing political forces israel encouraged sympathetic american jews failed graft prosecution former israeli premier spurs political questions,0
8612,8612,world oldest international soccer championship nearly derailed fifa corruption scandal copa rica tournament held united states,0
3082,3082,new base announced president obama friday indication priority africa become american antiterrorism efforts new drone base niger builds u presence africa,0
1593,1593,five couples challenged defense marriage act legal marriages qualify immigrant spouse green card noncitizens sue u gay marriage ban,0
6123,6123,less month midterm elections polls show americans deeply dissatisfied elected officials times drove washington st louis ask people want,0
